,0
100,127.99197505624622
101,-83.89470035874893
102,-3.9335570971341127
103,-1.4581936199407446
104,0.06871571594650128
105,80.72632791162431
106,44.50955254729277
107,92.45256060444247
108,-30.293707814863204
109,-84.14094619700855
110,38.60565838291096
111,18.285065201110786
112,117.40185943207264
113,7.7087324128467145
114,73.56676994020934
115,32.72506591759864
116,-142.40392050618084
117,7.212776689087246
118,21.014028877019093
119,-22.78890324096908
120,-21.19815496638077
121,-255.7712065573911
122,267.43728016358466
123,155.03919523305154
124,14.34173169856686
125,83.51245153810942
126,-12.144223212077577
127,-153.09732352321737
128,112.39359521511209
129,-32.04590346184533
130,-216.0247625068171
131,121.0576968452975
132,-29.893091107071935
133,-86.83480659957456
134,170.72446841048998
135,39.19228611583912
136,-19.330002614243327
137,61.76416566735181
138,46.081214656702116
139,-175.02947140957835
140,130.15560904214294
141,-72.80718874747583
142,212.09039841555432
143,135.34624534295716
144,0.2300974339309363
145,-153.8446670910038
146,-14.870958613416065
147,133.6600805639977
148,35.962802714124315
149,57.70458539241957
150,-4.365521598624973
151,-43.11104577689091
152,17.721740547859
153,-69.70519885110045
154,28.54637037209186
155,141.99407184069645
156,346.823798761458
157,216.92417872158256
158,27.816276675606584
159,-37.73906244842049
160,-171.39727516744122
161,12.896167750752435
162,298.60772769371454
163,75.63842849072505
164,-22.10909915407386
165,155.67841829241598
166,-155.69486946591985
167,141.40800342890927
168,171.07995229796808
169,-46.94908524932765
170,65.57778404488873
171,97.25339204770728
172,94.92676030706332
173,31.871503360461098
174,174.33705171081192
175,-151.1551079787769
176,-94.33428461261698
177,-169.7771107843105
178,-18.296914273414348
179,-107.27779584838306
180,-14.126610767107941
181,-58.812017221817584
182,-75.0832380330963
183,67.35872706795084
184,-68.97034784639776
185,88.83186310180744
186,-57.094834195853394
187,-109.74125494966404
188,-77.7833543843155
189,185.6293041825977
190,-41.42822060184208
191,219.63552219921888
192,-56.61728468743237
193,-83.62225254718612
194,47.32380047296624
195,0.6260765305715239
196,71.3821510767788
197,-60.66399027720051
198,209.65912712436696
199,-138.63705486246602
200,-96.84780303115619
201,-115.58397845313121
202,24.965410204680015
203,54.29524001644948
204,150.50276161186397
205,46.89832237258929
206,91.98549661099966
207,173.0131014007228
208,-270.5532091605295
209,-173.85739657282716
210,-105.30417713653831
211,-82.51422643184924
212,29.080247287156283
213,-50.33218047641923
214,78.09701595722379
215,-20.19791512911177
216,-52.21632039310652
217,-28.63077394227745
218,65.65605731658411
219,91.7307327065068
220,-82.66754806101524
221,-148.46092629158056
222,48.6777092226024
223,238.56764550988822
224,-48.69989962274248
225,15.763132095255623
226,-61.989969030592775
227,13.148570655078299
228,10.028951249511742
229,39.96460839608987
230,115.95861509753044
231,18.666950327689023
232,-107.32994216796972
233,46.769559371774214
234,100.03995867680699
235,-88.75339379682124
236,-174.694218250322
237,169.47814731156168
238,109.35279925539501
239,62.0899161143176
240,-8.543978341299585
241,-24.856444142589137
242,-47.71663937576849
243,-171.01135529039374
244,-65.00088432230491
245,-27.74818040111032
246,-171.40259770776572
247,-28.209327573944964
248,34.31881750002911
249,-121.61078346099139
250,17.426437413479537
251,-0.773081929457021
252,-254.18230795167014
253,-253.52925299367277
254,-165.87876613113266
255,46.71110406043242
256,131.61202233784743
257,70.78163997193604
258,119.87591370926978
259,93.84301017318084
260,22.12880031902929
261,-306.14503157274686
262,187.13467467956258
263,-130.08693308012968
264,-43.90174421509134
265,-84.82944298420136
266,-87.51397384644778
267,137.06420643038473
268,162.66311445001253
269,-40.430678114974555
270,-142.3156931423845
271,113.29541408735757
272,-19.81622832525572
273,88.1663869070116
274,105.99271814522687
275,25.30000738055169
276,-50.88375209065855
277,-26.952481739987867
278,30.10928506620105
279,73.89388490450825
280,28.360816626002723
281,-128.41633034193885
282,-15.277630104087606
283,-11.037443670300206
284,-126.79478496692894
285,162.120112399903
286,-10.083883345443162
287,-133.3363164863451
288,206.45069468397588
289,48.83764498915584
290,93.20136962043563
291,31.390590106331516
292,207.03822869591306
293,-38.99701952844453
294,-30.72894103510457
295,-40.17516976857287
296,52.35981075986185
297,-62.4040562803608
298,93.63823243136407
299,-84.29149854256889
300,-95.53138433183004
301,-24.38049584265827
302,-89.80792790032083
303,-23.174901069912366
304,59.66483827155615
305,-32.43137819774064
306,-74.09462201932185
307,-179.73244089499892
308,-163.68503803818072
309,41.18835197221283
310,80.27849216459995
311,301.577804110218
312,128.55432741535142
313,130.83298847430214
314,52.51492539509838
315,-21.28739967453992
316,183.2675715306579
317,-58.87578622342255
318,129.46959721942392
319,152.65548657818078
320,-33.322369438607836
321,-202.1385684737295
322,-98.86067937466734
323,4.343121916899307
324,-44.80443731743598
325,-37.81962876361687
326,157.82371356500872
327,134.01462687740357
328,25.024555645190752
329,-88.43906018041133
330,187.24637935103794
331,-65.45362330762077
332,65.54023438586744
333,80.35618193535771
334,98.8057301182343
335,-105.25456648520706
336,114.40423195114374
337,-34.91991363801295
338,88.60946315190675
339,-83.36952663166736
340,-202.23111370881162
341,158.22147833617683
342,-93.14817913445174
343,65.98163868296228
344,125.51306839360085
345,30.707355499000762
346,-175.22103469644728
347,-33.70497575494153
348,-47.95944908444727
349,-117.02601536995189
350,12.268165679294086
351,-88.1417150774346
352,-38.984010647521366
353,-163.41469582623282
354,-218.4656518375848
355,5.513056332182888
356,-205.94783949227784
357,185.72106530535567
358,-9.250012041071944
359,18.072027055070933
360,32.797795957650216
361,241.0924232643863
362,-27.385296548805464
363,134.0323558630498
364,57.39687945486871
365,10.538859602412876
366,-86.50825986153599
367,-9.656747138074003
368,223.43052611649745
369,-14.705534122345965
370,-137.92170182076512
371,-50.514771633962354
372,-93.67937978650798
373,8.816281629020153
374,-14.604026884372225
375,-62.85199667374503
376,-16.465554308773562
377,-172.96263958137416
378,-122.79177467687775
379,45.27389824413548
380,-37.309931364799894
381,-157.43849414589272
382,87.49838575444095
383,-0.320726423606601
384,133.2578424917392
385,-47.17220879759563
386,2.574661160173463
387,174.2275193791125
388,170.9300810168624
389,46.433357484042396
390,-26.720651010205028
391,59.63225225555164
392,111.65911278343584
393,-36.502766792909185
394,-69.13905266948353
395,-81.98900042555722
396,-186.03253492960033
397,125.29233589446412
398,65.36984068477605
399,57.05969069443572
